Date,BTC-USD,ETH-USD,SPY
2020-01-01,7200.17431640625,130.802001953125,
2020-01-02,6985.47021484375,127.4101791381836,298.57861328125
2020-01-03,7344.88427734375,134.1717071533203,296.3177490234375
2020-01-04,7410.65673828125,135.06936645507812,
2020-01-05,7411.3173828125,136.2767791748047,
2020-01-06,7769.21923828125,144.3041534423828,297.44818115234375
2020-01-07,8163.6923828125,143.5439910888672,296.61181640625
2020-01-08,8079.86279296875,141.2581329345703,298.1926574707031
2020-01-09,7879.0712890625,138.9792022705078,300.21453857421875
2020-01-10,8166.55419921875,143.96377563476562,299.35064697265625
2020-01-11,8037.53759765625,142.92710876464844,
2020-01-12,8192.494140625,145.87393188476562,
2020-01-13,8144.1943359375,144.22659301757812,301.4093933105469
2020-01-14,8827.7646484375,165.95535278320312,300.9498291015625
2020-01-15,8807.0107421875,166.23068237304688,301.62994384765625
2020-01-16,8723.7861328125,164.39100646972656,304.1390686035156
2020-01-17,8929.0380859375,170.7799530029297,305.0857238769531
2020-01-18,8942.80859375,175.3656768798828,
2020-01-19,8706.2451171875,166.9698486328125,
2020-01-20,8657.642578125,167.12051391601562,
2020-01-21,8745.89453125,169.69715881347656,304.48834228515625
2020-01-22,8680.8759765625,168.29415893554688,304.5250244140625
2020-01-23,8406.515625,162.92855834960938,304.8742980957031
2020-01-24,8445.4345703125,163.05117797851562,302.16302490234375
2020-01-25,8367.84765625,161.283935546875,
2020-01-26,8596.830078125,168.0771026611328,
2020-01-27,8909.8193359375,170.93089294433594,297.3194580078125
2020-01-28,9358.58984375,176.3703155517578,300.4351806640625
2020-01-29,9316.6298828125,175.0503387451172,300.18707275390625
2020-01-30,9508.9931640625,184.6904754638672,301.1611633300781
2020-01-31,9350.529296875,180.16017150878906,295.6927490234375
2020-02-01,9392.875,183.6739501953125,
2020-02-02,9344.365234375,188.61753845214844,
2020-02-03,9293.521484375,189.8650665283203,297.88934326171875
2020-02-04,9180.962890625,189.25059509277344,302.4295959472656
